EMPLOYEE_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE_NUMBER,HIRE_DATE,JOB_ID,SALARY,COMMISSION_PCT,MANAGER_ID,DEPARTMENT_ID
"123","Shanta","Vollman","SVOLLMAN","650.123.4234","10/10/2005 00:00:00","ST_MAN","6500",null,"100","50"
"124","Kevin","Mourgos","KMOURGOS","650.123.5234","16/11/2007 00:00:00","ST_MAN","5800",null,"100","50"
"125","Julia","Nayer","JNAYER","650.124.1214","16/07/2005 00:00:00","ST_CLERK","3200",null,"120","50"
"126","Irene","Mikkilineni","IMIKKILI","650.124.1224","28/09/2006 00:00:00","ST_CLERK","2700",null,"120","50"
"127","James","Landry","JLANDRY","650.124.1334","14/01/2007 00:00:00","ST_CLERK","2400",null,"120","50"
"128","Steven","Markle","SMARKLE","650.124.1434","08/03/2008 00:00:00","ST_CLERK","2200",null,"120","50"
"129","Laura","Bissot","LBISSOT","650.124.5234","20/08/2005 00:00:00","ST_CLERK","3300",null,"121","50"
"130","Mozhe","Atkinson","MATKINSO","650.124.6234","30/10/2005 00:00:00","ST_CLERK","2800",null,"121","50"
"131","James","Marlow","JAMRLOW","650.124.7234","16/02/2005 00:00:00","ST_CLERK","2500",null,"121","50"
"132","TJ","Olson","TJOLSON","650.124.8234","10/04/2007 00:00:00","ST_CLERK","2100",null,"121","50"
"133","Jason","Mallin","JMALLIN","650.127.1934","14/06/2004 00:00:00","ST_CLERK","3300",null,"122","50"
"134","Michael","Rogers","MROGERS","650.127.1834","26/08/2006 00:00:00","ST_CLERK","2900",null,"122","50"
"135","Ki","Gee","KGEE","650.127.1734","12/12/2007 00:00:00","ST_CLERK","2400",null,"122","50"
"136","Hazel","Philtanker","HPHILTAN","650.127.1634","06/02/2008 00:00:00","ST_CLERK","2200",null,"122","50"
"137","Renske","Ladwig","RLADWIG","650.121.1234","14/07/2003 00:00:00","ST_CLERK","3600",null,"123","50"
"138","Stephen","Stiles","SSTILES","650.121.2034","26/10/2005 00:00:00","ST_CLERK","3200",null,"123","50"
"139","John","Seo","JSEO","650.121.2019","12/02/2006 00:00:00","ST_CLERK","2700",null,"123","50"
"140","Joshua","Patel","JPATEL","650.121.1834","06/04/2006 00:00:00","ST_CLERK","2500",null,"123","50"
"141","Trenna","Rajs","TRAJS","650.121.8009","17/10/2003 00:00:00","ST_CLERK","3500",null,"124","50"
"142","Curtis","Davies","CDAVIES","650.121.2994","29/01/2005 00:00:00","ST_CLERK","3100",null,"124","50"
"143","Randall","Matos","RMATOS","650.121.2874","15/03/2006 00:00:00","ST_CLERK","2600",null,"124","50"
"144","Peter","Vargas","PVARGAS","650.121.2004","09/07/2006 00:00:00","ST_CLERK","2500",null,"124","50"
"145","John","Russell","JRUSSEL","011.44.1344.429268","01/10/2004 00:00:00","SA_MAN","14000","0.4","100","80"
"146","Karen","Partners","KPARTNER","011.44.1344.467268","05/01/2005 00:00:00","SA_MAN","13500","0.3","100","80"
"147","Alberto","Errazuriz","AERRAZUR","011.44.1344.429278","10/03/2005 00:00:00","SA_MAN","12000","0.3","100","80"
"148","Gerald","Cambrault","GCAMBRAU","011.44.1344.619268","15/10/2007 00:00:00","SA_MAN","11000","0.3","100","80"
"149","Eleni","Zlotkey","EZLOTKEY","011.44.1344.429018","29/01/2008 00:00:00","SA_MAN","10500","0.2","100","80"
"150","Peter","Tucker","PTUCKER","011.44.1344.129268","30/01/2005 00:00:00","SA_REP","10000","0.3","145","80"
"151","David","Bernstein","DBERNSTE","011.44.1344.345268","24/03/2005 00:00:00","SA_REP","9500","0.25","145","80"
"152","Peter","Hall","PHALL","011.44.1344.478968","20/08/2005 00:00:00","SA_REP","9000","0.25","145","80"
"153","Christopher","Olsen","COLSEN","011.44.1344.498718","30/03/2006 00:00:00","SA_REP","8000","0.2","145","80"
"154","Nanette","Cambrault","NCAMBRAU","011.44.1344.987668","09/12/2006 00:00:00","SA_REP","7500","0.2","145","80"
"155","Oliver","Tuvault","OTUVAULT","011.44.1344.486508","23/11/2007 00:00:00","SA_REP","7000","0.15","145","80"
"156","Janette","King","JKING","011.44.1345.429268","30/01/2004 00:00:00","SA_REP","10000","0.35","146","80"
"157","Patrick","Sully","PSULLY","011.44.1345.929268","04/03/2004 00:00:00","SA_REP","9500","0.35","146","80"
"158","Allan","McEwen","AMCEWEN","011.44.1345.829268","01/08/2004 00:00:00","SA_REP","9000","0.35","146","80"
"159","Lindsey","Smith","LSMITH","011.44.1345.729268","10/03/2005 00:00:00","SA_REP","8000","0.3","146","80"
"160","Louise","Doran","LDORAN","011.44.1345.629268","15/12/2005 00:00:00","SA_REP","7500","0.3","146","80"
"161","Sarath","Sewall","SSEWALL","011.44.1345.529268","03/11/2006 00:00:00","SA_REP","7000","0.25","146","80"
"162","Clara","Vishney","CVISHNEY","011.44.1346.129268","11/11/2005 00:00:00","SA_REP","10500","0.25","147","80"
"163","Danielle","Greene","DGREENE","011.44.1346.229268","19/03/2007 00:00:00","SA_REP","9500","0.15","147","80"
"164","Mattea","Marvins","MMARVINS","011.44.1346.329268","24/01/2008 00:00:00","SA_REP","7200","0.1","147","80"
"165","David","Lee","DLEE","011.44.1346.529268","23/02/2008 00:00:00","SA_REP","6800","0.1","147","80"
"166","Sundar","Ande","SANDE","011.44.1346.629268","24/03/2008 00:00:00","SA_REP","6400","0.1","147","80"
"167","Amit","Banda","ABANDA","011.44.1346.729268","21/04/2008 00:00:00","SA_REP","6200","0.1","147","80"
"168","Lisa","Ozer","LOZER","011.44.1343.929268","11/03/2005 00:00:00","SA_REP","11500","0.25","148","80"
"169","Harrison","Bloom","HBLOOM","011.44.1343.829268","23/03/2006 00:00:00","SA_REP","10000","0.2","148","80"
"170","Tayler","Fox","TFOX","011.44.1343.729268","24/01/2006 00:00:00","SA_REP","9600","0.2","148","80"
"171","William","Smith","WSMITH","011.44.1343.629268","23/02/2007 00:00:00","SA_REP","7400","0.15","148","80"
"172","Elizabeth","Bates","EBATES","011.44.1343.529268","24/03/2007 00:00:00","SA_REP","7300","0.15","148","80"
"173","Sundita","Kumar","SKUMAR","011.44.1343.329268","21/04/2008 00:00:00","SA_REP","6100","0.1","148","80"
"174","Ellen","Abel","EABEL","011.44.1644.429267","11/05/2004 00:00:00","SA_REP","11000","0.3","149","80"
"175","Alyssa","Hutton","AHUTTON","011.44.1644.429266","19/03/2005 00:00:00","SA_REP","8800","0.25","149","80"
"176","Jonathon","Taylor","JTAYLOR","011.44.1644.429265","24/03/2006 00:00:00","SA_REP","8600","0.2","149","80"
"177","Jack","Livingston","JLIVINGS","011.44.1644.429264","23/04/2006 00:00:00","SA_REP","8400","0.2","149","80"
"178","Kimberely","Grant","KGRANT","011.44.1644.429263","24/05/2007 00:00:00","SA_REP","7000","0.15","149",null
"179","Charles","Johnson","CJOHNSON","011.44.1644.429262","04/01/2008 00:00:00","SA_REP","6200","0.1","149","80"
"180","Winston","Taylor","WTAYLOR","650.507.9876","24/01/2006 00:00:00","SH_CLERK","3200",null,"120","50"
"181","Jean","Fleaur","JFLEAUR","650.507.9877","23/02/2006 00:00:00","SH_CLERK","3100",null,"120","50"
"182","Martha","Sullivan","MSULLIVA","650.507.9878","21/06/2007 00:00:00","SH_CLERK","2500",null,"120","50"
"183","Girard","Geoni","GGEONI","650.507.9879","03/02/2008 00:00:00","SH_CLERK","2800",null,"120","50"
"184","Nandita","Sarchand","NSARCHAN","650.509.1876","27/01/2004 00:00:00","SH_CLERK","4200",null,"121","50"
"185","Alexis","Bull","ABULL","650.509.2876","20/02/2005 00:00:00","SH_CLERK","4100",null,"121","50"
"186","Julia","Dellinger","JDELLING","650.509.3876","24/06/2006 00:00:00","SH_CLERK","3400",null,"121","50"
"187","Anthony","Cabrio","ACABRIO","650.509.4876","07/02/2007 00:00:00","SH_CLERK","3000",null,"121","50"
"188","Kelly","Chung","KCHUNG","650.505.1876","14/06/2005 00:00:00","SH_CLERK","3800",null,"122","50"
"189","Jennifer","Dilly","JDILLY","650.505.2876","13/08/2005 00:00:00","SH_CLERK","3600",null,"122","50"
"190","Timothy","Gates","TGATES","650.505.3876","11/07/2006 00:00:00","SH_CLERK","2900",null,"122","50"
"191","Randall","Perkins","RPERKINS","650.505.4876","19/12/2007 00:00:00","SH_CLERK","2500",null,"122","50"
"192","Sarah","Bell","SBELL","650.501.1876","04/02/2004 00:00:00","SH_CLERK","4000",null,"123","50"
"193","Britney","Everett","BEVERETT","650.501.2876","03/03/2005 00:00:00","SH_CLERK","3900",null,"123","50"
"194","Samuel","McCain","SMCCAIN","650.501.3876","01/07/2006 00:00:00","SH_CLERK","3200",null,"123","50"
"195","Vance","Jones","VJONES","650.501.4876","17/03/2007 00:00:00","SH_CLERK","2800",null,"123","50"
"196","Alana","Walsh","AWALSH","650.507.9811","24/04/2006 00:00:00","SH_CLERK","3100",null,"124","50"
"197","Kevin","Feeney","KFEENEY","650.507.9822","23/05/2006 00:00:00","SH_CLERK","3000",null,"124","50"
"198","Donald","OConnell","DOCONNEL","650.507.9833","21/06/2007 00:00:00","SH_CLERK","2600",null,"124","50"
"199","Douglas","Grant","DGRANT","650.507.9844","13/01/2008 00:00:00","SH_CLERK","2600",null,"124","50"
"200","Jennifer","Whalen","JWHALEN","515.123.4444","17/09/2003 00:00:00","AD_ASST","4400",null,"101","10"
"201","Michael","Hartstein","MHARTSTE","515.123.5555","17/02/2004 00:00:00","MK_MAN","13000",null,"100","20"
"202","Pat","Fay","PFAY","603.123.6666","17/08/2005 00:00:00","MK_REP","6000",null,"201","20"
"203","Susan","Mavris","SMAVRIS","515.123.7777","07/06/2002 00:00:00","HR_REP","6500",null,"101","40"
"204","Hermann","Baer","HBAER","515.123.8888","07/06/2002 00:00:00","PR_REP","10000",null,"101","70"
"205","Shelley","Higgins","SHIGGINS","515.123.8080","07/06/2002 00:00:00","AC_MGR","12008",null,"101","110"
"206","William","Gietz","WGIETZ","515.123.8181","07/06/2002 00:00:00","AC_ACCOUNT","8300",null,"205","110"
